Type,Title,Year,Score,Budget,Cast_Likes,Gross,movie_likes
Color,Kiss Kiss Bang Bang ,2005,7.6,15000000,23932,4235837,0
Black and White,Kinsey ,2004,7.1,11000000,17490,10214647,0
Color,Kingpin ,1996,6.9,27000000,16937,24944213,3000
Color,Kingdom of the Spiders ,1977,5.9,500000,516,17000000,0
Color,Kingdom of Heaven ,2005,7.2,130000000,19600,47396698,0
Color,King's Ransom ,2005,4.1,15000000,4990,4006906,83
Color,King Kong ,2005,7.2,621000000,21367,654153780,0
Color,Kindergarten Cop ,1990,6,26000000,2403,91457688,0
Color,Killing Zoe ,1993,6.5,1500000,1582,418953,853
Color,Killing Them Softly ,2012,6.2,15000000,14025,14938570,20000
Color,Killers ,2010,5.4,75000000,25206,47000485,0
Color,Killer Joe ,2011,6.7,11000000,11853,1987762,12000
Color,Killer Elite ,2011,6.5,35000000,49608,25093607,17000
Color,Kill the Messenger ,2014,7,5000000,12897,2445646,13000
Color,Kill List ,2011,6.3,500000,1269,26297,0
Black and White,Kill Bill: Vol. 2 ,2004,8,30000000,1959,66207920,0
Black and White,Kill Bill: Vol. 1 ,2003,8.1,30000000,3983,70098138,13000
Color,Kids ,1995,7,1500000,3310,7417210,0
Color,Kicking & Screaming ,2005,5.6,45000000,27351,52580895,743
Color,Kick-Ass 2 ,2013,6.6,28000000,19168,28751715,36000
Color,Kick-Ass ,2010,7.7,30000000,2357,48043505,36000
Color,Kevin Hart: Let Me Explain ,2013,6.7,2500000,1385,32230907,0
Color,Keeping the Faith ,2000,6.4,30000000,5404,37036404,0
Color,Keanu ,2016,6.4,15000000,2958,20566327,0
Color,Katy Perry: Part of Me ,2012,5.9,12000000,52,25240988,0
Color,Kate & Leopold ,2001,6.4,48000000,22209,47095453,0
Color,Kansas City ,1996,6.3,19000000,14579,1292527,228
Color,Kangaroo Jack ,2003,4.4,60000000,1233,66734992,858
Color,Kama Sutra: A Tale of Love ,1996,6,3000000,1292,4109095,0
Color,Kabhi Alvida Naa Kehna ,2006,6,700000000,10822,3275443,659
Color,K-PAX ,2001,7.4,48000000,33615,50173190,0
Color,K-19: The Widowmaker ,2002,6.7,100000000,15149,35168677,0
Color,Juwanna Mann ,2002,4.5,15600000,3104,13571817,939
Color,Justin Bieber: Never Say Never ,2011,1.6,13000000,714,73000942,62000
Color,Just Visiting ,2001,5.8,40000000,1149,4777007,565
Color,Just My Luck ,2006,5.3,28000000,3211,17324744,0
Color,Just Married ,2003,5.4,18000000,2020,56127162,0
Color,Just Looking ,1999,6.7,3000000,1030,39852,117
Color,Just Like Heaven ,2005,6.7,58000000,2876,48291624,0
Color,Just Go with It ,2011,6.4,80000000,16325,103028109,19000
Color,Jurassic World ,2015,7,150000000,8458,652177271,150000
Color,Jurassic Park III ,2001,5.9,93000000,2574,181166115,0
Color,Jurassic Park ,1993,8.1,63000000,2129,356784000,19000
Color,Jupiter Ascending ,2015,5.4,176000000,47334,47375327,44000
Color,Juno ,2007,7.5,15000000,57634,286985680,20000
Color,Jumping the Broom ,2011,5.7,6600000,5959,37295394,0
Color,Jumper ,2008,6.1,85000000,21863,80170146,0
Color,Julie & Julia ,2009,7,40000000,13321,94125426,13000
Color,Joyful Noise ,2012,5.7,25000000,3389,30920167,0
Color,Joyeux Noel ,2005,7.8,22000000,773,1050445,11000
Color,Joy Ride ,2001,6.6,23000000,23242,21973182,0
Color,Joy ,2015,6.6,60000000,75793,56443482,24000
Color,Journey to the Center of the Earth ,2008,5.8,45000000,17925,101702060,0
Color,Journey from the Fall ,2006,7.4,1592000,83,638951,100
Color,Journey 2: The Mysterious Island ,2012,5.8,79000000,27842,103812241,0
Color,Josie and the Pussycats ,2001,5.3,22000000,3769,14252830,0
Color,Jonah: A VeggieTales Movie ,2002,6.6,14000000,49,25571351,184
Color,Jonah Hex ,2010,4.7,47000000,14619,10539414,0
Color,Johnson Family Vacation ,2004,4.3,12000000,5006,31179516,243
Color,Johnny English Reborn ,2011,6.3,45000000,661,8129455,17000
Color,Johnny English ,2003,6.1,35000000,1461,27972410,2000
Color,John Q ,2002,7,36000000,20970,71026631,0
Color,John Carter ,2012,6.6,263700000,1873,73058679,24000
Color,Joe Somebody ,2001,5.5,38000000,2765,22770864,168
Color,Joe Dirt ,2001,5.9,17700000,2543,27087695,0
Color,Joe ,2013,6.9,4000000,13607,371897,11000
Color,Jingle All the Way ,1996,5.4,60000000,4530,60573641,0
Color,Jindabyne ,2006,6.4,15000000,378,399879,302
Color,Jimmy Neutron: Boy Genius ,2001,6,30000000,2251,80920948,425
Black and White,JFK ,1991,8,40000000,698,70405498,0
Color,Jesus' Son ,1999,7,2500000,2125,1282084,500
Color,Jersey Girl ,2004,6.2,35000000,3592,25266129,0
Color,Jersey Boys ,2014,6.9,40000000,2281,47034272,16000
Color,Jerry Maguire ,1996,7.3,50000000,12182,153620822,0
Color,Jennifer's Body ,2009,5.1,16000000,24805,16204793,6000
Color,Jefferson in Paris ,1995,5.7,14000000,446,2474000,127
Color,"Jeff, Who Lives at Home ",2011,6.5,10000000,3374,4244155,0
Color,Jeepers Creepers II ,2003,5.6,17000000,1340,35143332,0
Color,Jeepers Creepers ,2001,6.1,10000000,1982,37470017,0
Color,Jay and Silent Bob Strike Back ,2001,6.9,22000000,11632,30059386,0
Color,Jaws: The Revenge ,1987,2.8,23000000,2355,20763013,0
Color,Jaws 2 ,1978,5.7,20000000,1520,102922376,0
Color,Jaws ,1975,8,8000000,2047,260000000,21000
Color,Jawbreaker ,1999,5.4,3500000,9555,3071947,0
Color,Jason X ,2001,4.4,11000000,3050,12610731,0
Color,Jason Lives: Friday the 13th Part VI ,1986,5.9,3000000,1862,19472057,0
Color,Jason Goes to Hell: The Final Friday ,1993,4.3,2500000,2899,15935068,949
Color,Jason Bourne ,2016,7.1,120000000,13752,108521835,31000
Color,Jarhead ,2005,7.1,70000000,15850,62647540,0
Color,Jane Got a Gun ,2016,5.8,25000000,21414,1512815,0
Color,Jakob the Liar ,1999,6.5,15000000,51657,4956401,0
Color,Jade ,1995,5.1,50000000,5461,9795017,422
Color,Jackie Brown ,1997,7.5,12000000,25522,39647595,0
Color,Jackass: The Movie ,2002,6.6,5000000,1770,64267897,0
Color,Jackass 3D ,2010,7.1,20000000,1787,117224271,0
Color,Jack the Giant Slayer ,2013,6.3,195000000,1766,65171860,22000
Color,Jack Ryan: Shadow Recruit ,2014,6.2,60000000,1411,50549107,17000
Color,Jack Reacher ,2012,7,120000000,32770,160067286,76000
Color,Jack and Jill ,2011,3.4,79000000,27405,74158157,0
Color,Jab Tak Hai Jaan ,2012,6.9,7217600,13762,3047539,12000
Color,J. Edgar ,2011,6.6,35000000,36258,37304950,16000
Color,It's Kind of a Funny Story ,2010,7.2,8000000,2786,6350058,20000
Color,It's Complicated ,2009,6.6,85000000,15226,112703470,0
Color,"It's a Mad, Mad, Mad, Mad World ",1963,7.6,9400000,4109,46300000,0
Color,It Follows ,2014,6.9,2000000,1062,14673301,45000
Color,Isn't She Great ,2000,5.3,36000000,2928,2954405,133
Color,Ishtar ,1987,4.2,51000000,3374,14375181,754
Color,Iron Man 3 ,2013,7.2,200000000,30426,408992272,95000
Color,Iron Man 2 ,2010,7,200000000,48638,312057433,18000
Color,Iron Man ,2008,7.9,140000000,39252,318298180,10000
Color,Iris ,2001,7.1,5500000,16768,1292119,0
Color,Ira & Abby ,2006,6.5,3500000,3574,220234,360
Color,Ip Man 3 ,2015,7.2,36000000,615,2126511,12000
Color,Invictus ,2009,7.4,60000000,24458,37479778,23000
Color,Invaders from Mars ,1986,5.5,12000000,1661,4884663,902
Color,Intolerable Cruelty ,2003,6.3,60000000,1395,35096190,0
Color,Into the Woods ,2014,6,50000000,62837,127997349,90000
Color,Into the Wild ,2007,8.2,15000000,18752,18352454,76000
Color,Into the Storm ,2014,5.8,50000000,1367,47553512,15000
Color,Into the Blue ,2005,5.8,50000000,25049,18472363,0
Color,Interview with the Vampire: The Vampire Chronicles ,1994,7.6,60000000,25697,105264608,11000
Color,Interview with the Assassin ,2002,6.6,750000,243,47329,163
Color,Interstellar ,2014,8.6,165000000,31488,187991439,349000
Color,Insurgent ,2015,6.3,110000000,22622,129995817,27000
Color,Instructions Not Included ,2013,7.6,5000000,688,44456509,14000
Color,Instinct ,1999,6.5,55000000,13406,34098563,0
Color,Inspector Gadget ,1999,4.1,75000000,5320,97360069,509
Color,Insomnia ,2002,7.2,46000000,15658,67263182,0
Color,Insidious: Chapter 3 ,2015,6.1,10000000,2426,52200504,29000
Color,Insidious: Chapter 2 ,2013,6.6,5000000,2975,83574831,35000
Color,Insidious ,2010,6.8,1500000,3030,53991137,60000
Color,Inside Out ,2015,8.3,175000000,2944,356454367,118000
Color,Inside Man ,2006,7.6,45000000,19148,88504640,0
Color,Inside Llewyn Davis ,2013,7.4,11000000,4082,13214255,26000
Black and White,Inside Deep Throat ,2005,6.8,2000000,1136,653621,592
Color,Inkheart ,2008,6.1,60000000,5329,17281832,0
Color,Inherent Vice ,2014,6.7,20000000,707,8093318,18000
Color,Inglourious Basterds ,2009,8.3,75000000,36741,120523073,42000
Color,Infamous ,2006,7.1,13000000,3474,1150403,0
Color,Inescapable ,2012,5.2,4000000,242,4063,657
Color,Indiana Jones and the Temple of Doom ,1984,7.6,28000000,11898,179870271,0
Color,Indiana Jones and the Last Crusade ,1989,8.3,48000000,12884,197171806,0
Color,Indiana Jones and the Kingdom of the Crystal Skull ,2008,6.2,185000000,14959,317011114,5000
Color,Independence Day: Resurgence ,2016,5.5,165000000,3233,102315545,67000
Color,Independence Day ,1996,6.9,75000000,16785,306124059,16000
Color,Incident at Loch Ness ,2004,6.6,1400000,256,36830,400
Color,Inception ,2010,8.8,160000000,81115,292568851,175000
Color,Incendies ,2010,8.2,6800000,343,6857096,37000
Color,In Too Deep ,1999,6.1,7000000,4837,14003141,375
Color,In Time ,2011,6.7,40000000,34011,37553932,52000
Black and White,In the Shadow of the Moon ,2007,8.1,2000000,408,1134049,0
Color,In the Name of the King: A Dungeon Siege Tale ,2007,3.8,60000000,26564,4535117,0
Color,In the Land of Women ,2007,6.5,10000000,20312,11043445,1000
Color,In the Land of Blood and Honey ,2011,4.3,13000000,796,301305,0
Color,In the Heart of the Sea ,2015,7,100000000,28328,24985612,27000
Color,In the Cut ,2003,5.3,12000000,1171,4717455,656
Color,In the Company of Men ,1997,7.3,25000,254,2856622,489
Color,In the Bedroom ,2001,7.5,1700000,3970,35918429,951
Color,In Her Line of Fire ,2006,4.1,1000000,1284,721,42
Color,In Good Company ,2004,6.5,26000000,28493,45489752,736
Color,In Dreams ,1999,5.5,30000000,22006,11900000,654
Color,In Bruges ,2008,8,15000000,173,7757130,32000
Color,In & Out ,1997,6.3,35000000,23504,63826569,0
Color,Impostor ,2001,6.2,40000000,2664,6114237,892
Color,Immortals ,2011,6.1,75000000,16691,83503161,30000
Color,Imagine That ,2009,5.6,55000000,3742,16088610,610
Color,Imagine Me & You ,2005,6.9,7900000,619,671240,0
Color,Imaginary Heroes ,2004,7.3,4000000,768,228524,345
Color,Igby Goes Down ,2002,7,9000000,2478,4681503,838
Color,If I Stay ,2014,6.8,11000000,20466,50461335,15000
Color,Idlewild ,2006,6.2,15000000,3633,12549485,489
Color,Idle Hands ,1999,6.2,20000000,3654,4002955,0
Color,Identity Thief ,2013,5.7,35000000,5826,134455175,17000
Color,Identity ,2003,7.3,30000000,3969,51475962,11000
Color,Ice Age: The Meltdown ,2006,6.9,80000000,1815,195329763,0
Color,Ice Age: Dawn of the Dinosaurs ,2009,7,90000000,1258,196573705,0
Color,Ice Age: Continental Drift ,2012,6.6,95000000,25354,161317423,14000
Color,Ice Age ,2002,7.6,59000000,5437,176387405,3000
Black and White,I'm Not There. ,2007,7,20000000,36398,4001121,0
Color,"I, Robot ",2004,7.1,120000000,12068,144795350,0
Color,"I, Frankenstein ",2014,5.1,65000000,3165,19059018,15000
Color,I Want Your Money ,2010,5.1,400000,168,425899,638
Color,I Want Someone to Eat Cheese With ,2006,6.2,1500000,2179,194568,0
Color,I Still Know What You Did Last Summer ,1998,4.6,24000000,49847,39989008,891
Color,I Spy ,2002,5.4,70000000,1576,33105600,531
Color,I Spit on Your Grave ,2010,6.3,2000000,2423,92401,17000
Color,I Served the King of England ,2006,7.4,84450000,92,617228,1000
Color,I Married a Strange Person! ,1997,7,250000,7,203134,178
Color,I Love Your Work ,2003,5.4,1650000,2564,2580,63
Color,"I Love You, Man ",2009,7.1,40000000,28928,71347010,0
Color,"I Love You, Beth Cooper ",2009,5.3,18000000,4072,14793904,0
Color,I Love You Phillip Morris ,2009,6.6,13000000,931,2035566,11000
Color,I Know What You Did Last Summer ,1997,5.6,17000000,50284,72219395,0
Color,I Heart Huckabees ,2004,6.7,22000000,8094,12784713,0
Color,I Got the Hook Up ,1998,3.9,3500000,987,10305534,280
Color,I Dreamed of Africa ,2000,5.6,34000000,1778,6543194,314
Color,I Don't Know How She Does It ,2011,4.9,24000000,5470,9639242,0
Color,I Can Do Bad All by Myself ,2009,4.1,13000000,1465,51697449,1000
Color,I Am Sam ,2001,7.6,22000000,3152,40270895,15000
Color,I Am Number Four ,2011,6.1,60000000,15608,55092830,27000
Color,I Am Love ,2009,7,10000000,474,5004648,0
Color,I Am Legend ,2007,7.2,150000000,13076,256386216,11000
Color,Hustle & Flow ,2005,7.4,8000000,727,22201636,0
Black and White,Hurricane Streets ,1997,6.5,500000,2322,334041,51
Color,Human Traffic ,1999,7.1,2200000,1430,104257,0
Color,Hulk ,2003,5.7,137000000,1814,132122995,0
Color,Hugo ,2011,7.5,170000000,36017,73820094,42000
Color,Hudson Hawk ,1991,5.7,70000000,15944,17218080,0
Color,Howl's Moving Castle ,2004,8.2,24000000,24263,4710455,13000
Color,Howard the Duck ,1986,4.6,35000000,3000,16295774,0
Color,How to Train Your Dragon 2 ,2014,7.9,145000000,23378,176997107,46000
Color,How to Train Your Dragon ,2010,8.2,165000000,20453,217387997,33000
Color,How to Lose Friends & Alienate People ,2008,6.5,27000000,858,2775593,0
Color,How to Lose a Guy in 10 Days ,2003,6.4,50000000,14087,105807520,0
Color,How to Deal ,2003,5.7,16000000,1882,14108518,371
Color,How to Be Single ,2016,6.1,38000000,4882,46813366,15000
Color,How the Grinch Stole Christmas ,2000,6,123000000,4146,260031035,0
Color,How Stella Got Her Groove Back ,1998,5.5,20000000,1660,37672350,0
Color,How High ,2001,6.2,12000000,6105,31155435,0
Color,How Do You Know ,2010,5.3,120000000,993,30212620,0
Color,House Party 2 ,1991,5.1,5000000,2523,19281235,232
Color,House on Haunted Hill ,1999,5.6,19000000,2872,40846082,0
Color,House of Wax ,2005,5.3,60000000,4338,64097618,0
Color,House of Sand and Fog ,2003,7.6,15000000,2282,13005485,0
Color,House of Flying Daggers ,2004,7.6,100000000,1244,11041228,0
Color,House of D ,2004,7,6000000,51441,371081,857
Black and White,House of 1000 Corpses ,2003,6,7000000,2444,12583510,0
Color,House at the End of the Street ,2012,5.6,6900000,35717,31607598,10000
Color,Hotel Transylvania 2 ,2015,6.7,80000000,26839,169692572,16000
Color,Hotel Transylvania ,2012,7.1,85000000,37142,148313048,28000
Color,Hotel Rwanda ,2004,8.1,17500000,4142,23472900,12000
Color,Hotel for Dogs ,2009,5.4,35000000,5174,73023275,1000
Color,Hot Tub Time Machine 2 ,2015,5.1,14000000,4702,12282677,0
Color,Hot Tub Time Machine ,2010,6.4,36000000,1272,50213619,12000
Color,Hot Pursuit ,2015,5.1,35000000,1679,34507079,0
Color,Hot Fuzz ,2007,7.9,8000000,485,23618786,17000
Color,Hostel: Part II ,2007,5.4,10000000,4707,17544812,0
Color,Hostel ,2005,5.9,4800000,2990,47277326,0
Color,Hostage ,2005,6.6,52000000,103354,34636443,0
Color,Horrible Bosses 2 ,2014,6.3,42000000,30571,54414716,12000
Color,Horrible Bosses ,2011,6.9,35000000,18669,117528646,31000
Color,Hope Springs ,2012,6.3,30000000,19420,63536011,0
Color,Hope Floats ,1998,5.9,30000000,2860,60033780,0
Color,Hop ,2011,5.5,63000000,2558,108012170,0
Color,Hoot ,2006,5.6,15000000,10732,8080116,647
Color,Hoop Dreams ,1994,8.3,700000,15,7830611,0
Color,Hook ,1991,6.7,70000000,64259,119654900,13000
Color,Hoodwinked! ,2005,6.5,17500000,14385,51053787,0
Color,Hoodwinked Too! Hood vs. Evil ,2011,4.8,30000000,5393,10134754,0
Color,Honey ,2003,5.3,25000000,4868,30222640,0
Color,Homefront ,2013,6.5,22000000,39989,19783777,15000
Color,Home Run ,2013,6,1200000,2681,2859955,0
Color,Home on the Range ,2004,5.4,110000000,13607,50026353,304
Color,Home Fries ,1998,5,15000000,2913,10443316,247
Color,Home for the Holidays ,1995,6.6,20000000,25263,17518220,0
Color,Home Alone 2: Lost in New York ,1992,6.6,18000000,7860,173585516,0
Color,Home Alone ,1990,7.5,18000000,7521,285761243,20000
Color,Home ,2015,6.7,405000000,53649,532031025,78000
Color,Holy Man ,1998,4.9,60000000,2367,12065985,296
Color,Hollywood Shuffle ,1987,7,100000,1431,5228617,471
Color,Hollywood Homicide ,2003,5.3,75000000,14028,30013346,648
Color,Hollywood Ending ,2002,6.6,16000000,12766,4839383,762
Color,Hollow Man ,2000,5.7,95000000,2356,73209340,0
Black and White,Holes ,2003,7.1,20000000,1293,67325559,0
Color,Hoffa ,1992,6.6,35000000,1394,24276500,949
Color,Hocus Pocus ,1993,6.7,28000000,1275,39514713,16000
Color,Hobo with a Shotgun ,2011,6.1,3000000,1249,703002,37000
Color,Hitman ,2007,6.3,24000000,2124,39687528,0
Color,Hitch ,2005,6.6,70000000,13426,177575142,0
Color,Hit and Run ,2012,6.1,2000000,15922,13746550,0
Color,Highlander: The Final Dimension ,1994,4.3,26000000,2960,13829734,319
Color,Highlander: Endgame ,2000,4.6,15000000,2764,12801190,356
Color,Highlander ,1986,7.2,16000000,1852,5900000,0
Color,High Tension ,2003,6.8,2200000,923,3645438,0
Color,High School Musical 3: Senior Year ,2008,4.5,11000000,3507,90556401,0
Color,High Heels and Low Lifes ,2001,6.2,10000000,3049,226792,117
Color,High Fidelity ,2000,7.6,20000000,3141,27277055,10000
Color,High Crimes ,2002,6.3,42000000,15571,41543207,893
Color,Hide and Seek ,2005,5.9,30000000,23328,51097664,0
Color,Hidalgo ,2004,6.7,100000000,36925,67286731,0
Color,Hey Arnold! The Movie ,2002,5.9,3000000,3752,13684949,227
Color,Hesher ,2010,7.1,7000000,44969,382946,19000
Black and White,Hero ,2002,7.9,62000000,12458,169922,0
Color,Hereafter ,2010,6.5,50000000,14344,32741596,16000
Color,Here on Earth ,2000,5.1,15000000,3142,10494147,648
Color,Here Comes the Boom ,2012,6.5,42000000,6727,45290318,17000
Color,Hercules ,2014,6,200000000,32470,145320058,42000
Color,Herbie Fully Loaded ,2005,4.7,50000000,2177,66002004,1000
Color,Her ,2013,8,23000000,19359,25556065,148000
Color,Henry V ,1989,7.7,9000000,1341,10161099,0
Color,Hellraiser ,1987,7,1000000,673,14564027,0
Color,Hellboy II: The Golden Army ,2008,7,85000000,3632,75754670,3000
Color,Hellboy ,2004,6.8,66000000,1112,59035104,0
Color,Held Up ,1999,5.1,8000000,3291,4692814,77
Color,Hedwig and the Angry Inch ,2001,7.8,6000000,993,3029081,0
Color,Heavenly Creatures ,1994,7.4,5000000,14574,3049135,0
Color,Heaven's Gate ,1980,6.8,44000000,14255,1500000,1000
Color,Heaven Is for Real ,2014,5.8,12000000,663,91443253,23000
Color,Hearts in Atlantis ,2001,6.9,31000000,13811,24185781,0
Color,Heartbreakers ,2001,6.2,35000000,2912,40334024,989
Color,Headhunters ,2011,7.6,30300000,385,1196752,23000
Color,Head Over Heels ,2001,5.4,14000000,2165,10397365,613
Color,Head of State ,2003,5.4,35200000,4537,37788228,638
Color,He's Just Not That Into You ,2009,6.4,40000000,318,93952276,12000
Color,He Got Game ,1998,6.9,25000000,37315,21554585,0
Color,Haywire ,2011,5.8,23000000,31187,18934858,0
Color,Hav Plenty ,1997,6.5,650000,714,2301777,161
Color,Harvard Man ,2001,4.9,5500000,6776,56007,113
Color,Hart's War ,2002,6.3,60000000,15916,19076815,997
Color,Harsh Times ,2005,7,2000000,50313,3335839,0
Color,Harry Potter and the Sorcerer's Stone ,2001,7.5,125000000,13191,317557891,16000
Color,Harry Potter and the Prisoner of Azkaban ,2004,7.8,130000000,33284,249358727,11000
