Type,Title,Year,Score,Gross
Color,Shadowlands ,1993,7.4,25842000
Color,Shaft ,2000,5.9,70327868
Color,Shakespeare in Love ,1998,7.2,100241322
Color,Shalako ,1968,5.5,
Color,Shall We Dance ,2004,6.1,57887882
Color,Shallow Hal ,2001,5.9,70836296
Color,Shame ,2011,7.3,4000304
Color,Shanghai Calling ,2012,6.3,10443
Color,Shanghai Knights ,2003,6.2,60470220
Color,Shanghai Noon ,2000,6.6,56932305
Color,Shanghai Surprise ,1986,3,2315683
Black and White,Shaolin Soccer ,2001,7.3,488872
Color,Shark Lake ,2015,3.4,
Color,Shark Night 3D ,2011,4,18860403
Color,Shark Tale ,2004,6,160762022
Color,Sharknado ,2013,3.3,
Color,Sharkskin ,2015,6.7,
Color,Shattered Glass ,2003,7.2,2207975
Color,Shattered ,2007,6.7,
Color,Shaun of the Dead ,2004,8,13464388
Black and White,She Done Him Wrong ,1933,6.5,
Color,She Wore a Yellow Ribbon ,1949,7.4,
Color,Sheena ,1984,4.8,
Color,Sherlock Holmes ,2009,7.6,209019489
Color,Sherlock Holmes: A Game of Shadows ,2011,7.5,186830669
Color,Sherrybaby ,2006,6.6,198407
Color,She's All That ,1999,5.8,63319509
Black and White,She's Gotta Have It ,1986,6.5,7137502
Color,She's Out of My League ,2010,6.4,31584722
Color,She's the Man ,2006,6.4,33687630
Color,She's the One ,1996,6.1,9449219
Color,Shine a Light ,2008,7.2,5355376
Color,Shine ,1996,7.7,35811509
Color,Shipwrecked ,1990,6.7,
Color,Sholem Aleichem: Laughing in the Darkness ,2011,6.8,906666
Color,Shooter ,2007,7.2,46975183
Color,Shooting Fish ,1997,6.6,302204
Color,Shooting the Warwicks ,2015,6.2,
Color,Shopgirl ,2005,6.4,10281585
Color,Short Cut to Nirvana: Kumbh Mela ,2004,7.2,381225
Color,Shortbus ,2006,6.5,1984378
Color,Shorts ,2009,4.9,20916309
Color,Shotgun Stories ,2007,7.3,45661
Color,Should've Been Romeo ,2012,6.7,
Color,Show Boat ,1951,7,
Color,Show Me ,2004,6,
Color,Showdown in Little Tokyo ,1991,6,2275557
Color,Showgirls ,1995,4.6,20302961
Color,Shrek 2 ,2004,7.2,436471036
Color,Shrek Forever After ,2010,6.4,238371987
Color,Shrek the Third ,2007,6.1,320706665
Color,Shrek ,2001,7.9,267652016
Color,Shutter Island ,2010,8.1,127968405
Color,Shutter ,2008,5.2,25926543
Color,Sicario ,2015,7.6,46875468
Color,Sicko ,2007,8,24530513
Color,Side Effects ,2013,7.1,64308820
Color,Sideways ,2004,7.5,71502303
Color,Signed Sealed Delivered ,2013,7.7,
Color,Signs ,2002,6.7,227965690
Color,Silent Hill ,2006,6.6,46982632
Color,Silent Hill: Revelation 3D ,2012,5,17529157
Color,Silent House ,2011,5.3,12555230
Color,Silent Movie ,1976,6.7,
Color,Silent Running ,1972,6.7,
Color,Silent Trigger ,1996,5.6,
Color,Silmido ,2003,7.2,
Color,Silver Linings Playbook ,2012,7.8,132088910
Color,Silver Medallist ,2009,7.4,
Color,Silverado ,1985,7.2,33200000
Color,Simon Birch ,1998,6.9,18252684
Color,Simply Irresistible ,1999,5.3,4394936
Black and White,Sin City ,2005,8.1,74098862
Black and White,Sin City: A Dame to Kill For ,2014,6.5,13750556
Color,Sinbad: Legend of the Seven Seas ,2003,6.7,26288320
Color,Singin' in the Rain ,1952,8.3,
Color,Sinister 2 ,2015,5.2,27736779
Color,Sinister ,2012,6.8,48056940
Color,Sisters in Law ,2005,7.5,32631
Color,Six Days Seven Nights ,1998,5.7,74329966
Color,Six-String Samurai ,1998,6.7,124494
Color,Skin Trade ,2014,5.7,162
Color,Sky Captain and the World of Tomorrow ,2004,6.1,37760080
Color,Sky High ,2005,6.2,63939454
Color,Skyfall ,2012,7.8,608720554
Color,Skyline ,2010,4.4,21371425
Color,Slacker Uprising ,2007,5.3,
Black and White,Slacker ,1991,7.1,1227508
Color,Slackers ,2002,5.3,4814244
Color,Slam ,1998,7.2,982214
Color,Sleep Dealer ,2008,5.9,75727
Color,Sleep Tight ,2011,7.2,
Color,Sleeper ,1973,7.3,
Black and White,Sleepers ,1996,7.5,53300852
Color,Sleepover ,2004,5.3,8070311
Color,Sliding Doors ,1998,6.8,11883495
Color,Sling Blade ,1996,8,24475416
Color,Slither ,2006,6.5,7774730
Color,Slow Burn ,2005,5.9,1181197
Color,Slow West ,2015,6.9,229094
Color,Slumdog Millionaire ,2008,8,141319195
Color,Slums of Beverly Hills ,1998,6.6,5480318
Color,Small Soldiers ,1998,6.1,53955614
Color,Small Time Crooks ,2000,6.7,17071230
Color,Smiling Fish & Goat on Fire ,1999,7.6,277233
Color,Smilla's Sense of Snow ,1997,6.4,2221994
Color,Smoke Signals ,1998,7.2,6719300
Color,Smokin' Aces ,2006,6.7,35635046
Color,Snake Eyes ,1998,5.9,55585389
Color,Snakes on a Plane ,2006,5.6,68028796
Color,Snatch ,2000,8.3,60186214
Color,Snitch ,2013,6.5,85838192
Color,Snow Angels ,2007,6.9,402820
Color,Snow Day ,2000,4.9,60008303
Color,Snow Dogs ,2002,5.1,81150692
Color,Snow Falling on Cedars ,1999,6.8,14378353
Color,Snow Queen ,2012,5.3,
Color,Snow White and the Huntsman ,2012,6.1,155111815
Color,Snow White and the Seven Dwarfs ,1937,7.7,184925485
Color,Snow White: A Deadly Summer ,2012,2.2,
Color,Snow White: A Tale of Terror ,1997,6.3,
Color,Snowpiercer ,2013,7,4563029
Black and White,Solaris ,1972,8.1,
Color,Soldier ,1998,6,14567883
Color,Solitary Man ,2009,6.4,4360548
Color,Solitude ,2014,6.8,
Color,Solomon and Sheba ,1959,6.2,
Color,Some Guy Who Kills People ,2011,6.4,
Black and White,Some Like It Hot ,1959,8.3,25000000
Color,Someone Like You... ,2001,6.1,27338033
Color,Something Borrowed ,2011,5.9,39026186
Color,Something's Gotta Give ,2003,6.7,124590960
Color,Somewhere in Time ,1980,7.3,
Color,Somewhere ,2010,6.3,1768416
Color,Son of God ,2014,5.6,59696176
Color,Son of the Mask ,2005,2.2,17010646
Color,Song One ,2014,5.8,20200
Color,Songcatcher ,2000,7.3,3050934
Color,Sorcerer ,1977,7.7,
Color,Sorority Boys ,2002,5.4,10198766
Color,Sorority Row ,2009,5.1,11956207
Color,Soul Food ,1997,6.9,43490057
Color,Soul Kitchen ,2009,7.3,274385
Color,Soul Men ,2008,6.5,12081447
Color,Soul Plane ,2004,4.4,13922211
Color,Soul Surfer ,2011,7.1,43853424
Color,Soul Survivors ,2001,3.9,3100650
Color,Sound of My Voice ,2011,6.7,405614
Color,Source Code ,2011,7.5,54696902
Color,South Park: Bigger Longer & Uncut ,1999,7.8,52008288
Color,Southland Tales ,2006,5.5,273420
Color,Southpaw ,2015,7.5,52418902
Color,Space Battleship Yamato ,2010,6.1,
Color,Space Chimps ,2008,4.5,30105968
Black and White,Space Cowboys ,2000,6.4,90454043
Color,Space Dogs ,2010,5.2,
Color,Space Jam ,1996,6.3,90443603
Color,Spaceballs ,1987,7.1,38119483
Color,Spaced Invaders ,1990,5.3,15369573
Color,Spanglish ,2004,6.5,42044321
Color,Sparkle ,2012,5.7,24397469
Color,Sparkler ,1997,5.6,5494
Color,Spawn ,1997,5.2,54967359
Color,Special ,2006,6.9,6387
Color,Species ,1995,5.8,60054449
Color,Spectre ,2015,6.8,200074175
Color,Speed 2: Cruise Control ,1997,3.7,48068396
Color,Speed Racer ,2008,6.1,43929341
Color,Speed ,1994,7.2,121248145
Color,Speedway Junky ,1999,5.2,
Color,Spellbound ,1945,7.6,
Color,Sphere ,1998,6,36976367
Color,Sphinx ,1981,5.2,800000
Color,Spice World ,1997,3.3,29247405
Color,Spider ,2002,6.8,1641788
Color,Spider-Man 2 ,2004,7.3,373377893
Color,Spider-Man 3 ,2007,6.2,673060606
Color,Spider-Man ,2002,7.3,403706375
Color,Spirit: Stallion of the Cimarron ,2002,7,73215310
Color,Spirited Away ,2001,8.6,10049886
Color,Splash ,1984,6.2,69800000
Color,Splice ,2009,5.8,16999046
Color,Split Second ,1992,6.2,5430822
Color,Spotlight ,2015,8.1,44988180
Color,Spring Breakers ,2012,5.3,14123773
Color,Spun ,2002,6.8,410241
Color,Spy Game ,2001,7,26871
Color,Spy Hard ,1996,5.3,26906039
Color,Spy Kids 2: Island of Lost Dreams ,2002,5.1,85570368
Color,Spy Kids 3-D: Game Over ,2003,4.1,111760631
Color,Spy Kids ,2001,5.4,112692062
Color,Spy Kids: All the Time in the World in 4D ,2011,3.6,38536376
Color,St. Trinian's ,2007,5.8,
Color,St. Vincent ,2014,7.3,44134898
Color,Stake Land ,2010,6.5,18469
Color,Stan Helsing ,2009,3.6,
Color,Stand by Me ,1986,8.1,52287414
Color,Standard Operating Procedure ,2008,7.5,228830
Color,Standing Ovation ,2010,3.4,531806
Color,Star Trek Beyond ,2016,7.5,130468626
Color,Star Trek II: The Wrath of Khan ,1982,7.7,78900000
Color,Star Trek III: The Search for Spock ,1984,6.6,76400000
Color,Star Trek Into Darkness ,2013,7.8,228756232
Color,Star Trek IV: The Voyage Home ,1986,7.3,109713132
Color,Star Trek V: The Final Frontier ,1989,5.4,55210049
Color,Star Trek VI: The Undiscovered Country ,1991,7.2,74888996
Color,Star Trek ,2009,8,257704099
Color,Star Trek: First Contact ,1996,7.6,92001027
Color,Star Trek: Generations ,1994,6.6,75668868
Color,Star Trek: Insurrection ,1998,6.4,70117571
Color,Star Trek: Nemesis ,2002,6.4,43119879
Color,Star Trek: The Motion Picture ,1979,6.4,82300000
Color,Star Wars: Episode I - The Phantom Menace ,1999,6.5,474544677
Color,Star Wars: Episode II - Attack of the Clones ,2002,6.7,310675583
Color,Star Wars: Episode III - Revenge of the Sith ,2005,7.6,380262555
Color,Star Wars: Episode IV - A New Hope ,1977,8.7,460935665
Color,Star Wars: Episode V - The Empire Strikes Back ,1980,8.8,290158751
Color,Star Wars: Episode VI - Return of the Jedi ,1983,8.4,309125409
Color,Stardust ,2007,7.7,38345403
Color,Stargate: The Ark of Truth ,2008,7.4,
Color,Starship Troopers ,1997,7.2,54700065
Color,Starsky & Hutch ,2004,6.1,88200225
Color,Starsuckers ,2009,7.4,
Color,State Fair ,1945,7.1,
Color,State of Play ,2009,7.1,36965395
Color,Stay Alive ,2006,5.1,23078294
Color,Stealing Harvard ,2002,5.1,27947064
Color,Stealth ,2005,5,31704416
Color,Steamboy ,2004,6.9,410388
Color,Steel ,1997,2.8,1686429
Color,Step Brothers ,2008,6.9,100468793
Color,Step Up 2: The Streets ,2008,6.2,58006147
Color,Step Up 3D ,2010,6.2,42385520
Color,Step Up Revolution ,2012,6.5,35057332
Color,Step Up ,2006,6.5,65269010
Color,Stepmom ,1998,6.7,91030827
Color,Steppin: The Movie ,2009,3.4,
Color,Steve Jobs ,2015,7.2,17750583
Color,Stick It ,2006,6.4,26870825
Color,Stiff Upper Lips ,1998,6.4,69582
Color,Stigmata ,1999,6.2,50041732
Color,Still Alice ,2014,7.5,18656400
Color,Stir of Echoes ,1999,7,21133087
Color,Stitches ,2012,5.7,
Color,Stoker ,2013,6.8,1702277
Color,Stolen Summer ,2002,6.5,119841
Color,Stolen ,2012,5.5,183125
Color,Stomp the Yard ,2007,5.2,61356221
Color,Stone Cold ,1991,5.9,9286314
Color,Stone ,2010,5.4,1796024
Color,Stonewall ,2015,4.5,186354
Color,Stop-Loss ,2008,6.5,10911750
Black and White,Stories of Our Lives ,2014,7.4,
Color,Straight A's ,2013,5.7,
Color,Straight Out of Brooklyn ,1991,5.9,2712293
Color,Straight Outta Compton ,2015,7.9,161029270
Color,Strange Wilderness ,2008,5.3,6563357
Color,Stranger Than Fiction ,2006,7.6,40137776
Color,Strangerland ,2015,5.2,
Color,Straw Dogs ,2011,5.8,10324441
Color,Street Fighter ,1994,3.8,33423521
Color,Street Fighter: The Legend of Chun-Li ,2009,3.7,8742261
Color,Street Kings ,2008,6.8,26415649
Color,Stripes ,1981,6.9,85300000
Color,Striptease ,1996,4.3,32800000
Color,Stuart Little 2 ,2002,5.4,64736114
Color,Stuart Little ,1999,5.9,140015224
Color,Stuck on You ,2003,5.8,33828318
Color,Stung ,2015,5,
Color,Subconscious ,2015,2.2,
Color,Sublime ,2007,5.3,
Color,Submarine ,2010,7.3,466702
Color,Subway ,1985,6.5,
Color,Sucker Punch ,2011,6.1,36381716
Black and White,Sugar Hill ,1993,5.9,18272447
Color,Sugar Town ,1999,6.1,177840
Color,Suicide Squad ,2016,6.9,161087183
Color,Summer Catch ,2001,4.9,19693891
Color,Summer of Sam ,1999,6.6,19283782
Color,Summer Storm ,2004,7.4,95016
Color,Sunday School Musical ,2008,2.5,
Color,Sunshine Cleaning ,2008,6.9,12055108
Color,Sunshine State ,2002,6.9,3064356
Color,Sunshine ,2007,7.3,3675072
Color,Super 8 ,2011,7.1,126975169
Color,Super Hybrid ,2010,3.9,
Color,Super Mario Bros. ,1993,4,20915465
Color,Super Size Me ,2004,7.3,11529368
Color,Super Troopers ,2001,7.1,18488314
Color,Super ,2010,6.8,322157
Color,Superbabies: Baby Geniuses 2 ,2004,1.9,9109322
Color,Superbad ,2007,7.6,121463226
Color,Supercapitalist ,2012,3.9,13220
Color,Supercross ,2005,4,3101301
Color,Superhero Movie ,2008,4.5,25871834
Color,Superman II ,1980,6.8,108200000
Color,Superman III ,1983,4.9,60000000
Color,Superman IV: The Quest for Peace ,1987,3.6,15681020
Color,Superman Returns ,2006,6.1,200069408
Color,Superman ,1978,7.3,134218018
Color,Supernova ,2000,4.8,14218868
Color,Superstar ,1999,5,30628981
Color,Supporting Characters ,2012,6.3,
Color,Sur le seuil ,2003,6.6,
Color,"Surfer, Dude ",2008,4.7,36497
Color,Surf's Up ,2007,6.8,58867694
Color,Surrogates ,2009,6.3,38542418
Color,Survival of the Dead ,2009,5,101055
Color,Survivor ,2015,5.6,
Color,Suspect Zero ,2004,5.9,8712564
Color,Sweet Charity ,1969,7,
Color,Sweet Home Alabama ,2002,6.1,127214072
Color,Sweet November ,2001,6.7,25178165
Color,Sweet Sweetback's Baadasssss Song ,1971,5.5,15180000
Color,Swelter ,2014,4.6,
Color,Swept Away ,2002,3.6,598645
Color,Swimfan ,2002,5,28563926
Color,Swimming Pool ,2003,6.8,10105505
Color,Swing Vote ,2008,6.1,16284360
Color,Swingers ,1996,7.4,4505922
Color,Switchback ,1997,6.4,6482195
Color,Swordfish ,2001,6.5,69772969
Color,Sydney White ,2007,6.3,11702090
Color,"Synecdoche, New York ",2008,7.5,3081925
Color,Syriana ,2005,7,101630576
Color,Ta Ra Rum Pum ,2007,5.4,872643
Color,Tadpole ,2000,6.3,2882062
Color,Tae Guk Gi: The Brotherhood of War ,2004,8.1,1110186
Color,Take Me Home Tonight ,2011,6.3,6923891
Color,Take Shelter ,2011,7.4,1729969
Color,Take the Lead ,2006,6.7,34703228
Color,Taken 2 ,2012,6.3,139852971
Color,Taken 3 ,2014,6,89253340
Color,Taken ,2008,7.9,145000989
Color,Takers ,2010,6.2,57744720
Color,Taking Woodstock ,2009,6.7,7443007
Color,Tales from the Crypt: Demon Knight ,1995,6.7,21088568
Color,Tales from the Hood ,1995,6.1,11797927
Color,Talk Radio ,1988,7.3,3468572
Color,Talladega Nights: The Ballad of Ricky Bobby ,2006,6.6,148213377
Color,Tammy ,2014,4.9,84518155
Color,Tangled ,2010,7.8,200807262
Color,Tango & Cash ,1989,6.3,63408614
Color,Tango ,1998,7.2,1687311
Color,Tank Girl ,1995,5.2,4064333
Color,Tanner Hall ,2009,5.9,5005
Color,Tarnation ,2003,7.2,592014
Color,Taxi Driver ,1976,8.3,
Color,Taxi to the Dark Side ,2007,7.7,274661
Color,Taxman ,1998,5.5,
Color,Tea with Mussolini ,1999,6.9,14348123
Color,Teacher's Pet ,2004,5.8,6491350
Color,Team America: World Police ,2004,7.2,32774834
Color,Tears of the Sun ,2003,6.6,43426961
Color,Ted 2 ,2015,6.4,81257500
Color,Ted ,2012,7,218628680
Color,Teen Wolf Too ,1987,3.2,7888703
Color,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991,6,78656813
Color,Teenage Mutant Ninja Turtles III ,1993,4.8,42660000
Color,Teenage Mutant Ninja Turtles ,2014,5.9,381742480
Color,Teenage Mutant Ninja Turtles: Out of the Shadows ,2016,6.3,81638674
Color,Teeth and Blood ,2015,4.3,
Color,Teeth ,2007,5.4,347578
Color,Terminator 2: Judgment Day ,1991,8.5,204843350
Color,Terminator 3: Rise of the Machines ,2003,6.4,150350192
Color,Terminator Genisys ,2015,6.6,89732035
Color,Terminator Salvation ,2009,6.6,125320003
Color,Texas Chainsaw 3D ,2013,4.8,34334256
Color,Texas Rangers ,2001,5.2,623374
Color,Thank You for Smoking ,2005,7.6,24792061
Color,That Awkward Moment ,2014,6.1,26049082
Color,That Thing You Do! ,1996,6.9,25809813
Color,That's My Boy ,2012,5.6,36931089
Color,The 13th Warrior ,1999,6.6,32694788
Color,The 33 ,2015,6.9,12188642
Color,The 40-Year-Old Virgin ,2005,7.1,109243478
Color,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,2010,2.7,
Color,The 5th Quarter ,2010,5.7,399611
Color,The 5th Wave ,2016,5.2,34912982
Color,The 6th Day ,2000,5.9,34543701
Color,The Abyss ,1989,7.6,54222000
Color,The Act of Killing ,2012,8.2,484221
Color,The Addams Family ,1991,6.8,113502246
Color,The Adjustment Bureau ,2011,7.1,62453315
Color,The Adventurer: The Curse of the Midas Box ,2013,5.4,4756
Color,The Adventures of Elmo in Grouchland ,1999,5.8,11634458
Color,The Adventures of Ford Fairlane ,1990,6.3,21413502
Color,The Adventures of Huck Finn ,1993,6.2,24103594
Color,The Adventures of Pinocchio ,1996,5.3,15091542
Color,The Adventures of Pluto Nash ,2002,3.8,4411102
Color,The Adventures of Rocky & Bullwinkle ,2000,4.1,26000610
Color,The Adventures of Sharkboy and Lavagirl 3-D ,2005,3.5,39177541
Color,The Adventures of Tintin ,2011,7.4,77564037
Color,The Age of Adaline ,2015,7.2,42478175
Color,The Age of Innocence ,1993,7.2,32000000
Color,The Alamo ,2004,6,44812724
Color,The Algerian ,2014,7.6,
Color,The Amazing Catfish ,2013,7,11278
Color,The Amazing Spider-Man 2 ,2014,6.7,202853933
Color,The Amazing Spider-Man ,2012,7,262030663
Color,The American President ,1995,6.8,65000000
Color,The American ,2010,6.3,35596227
Color,The Amityville Horror ,2005,6,64255243
Color,The Andromeda Strain ,1971,7.2,
Color,The Angry Birds Movie ,2016,6.3,107225164
Color,The Animal ,2001,4.8,55762229
Color,The Ant Bully ,2006,5.9,28133159
Black and White,The Apartment ,1960,8.3,
Color,The Apostle ,1997,7.2,20733485
Color,The Apparition ,2012,4.1,4930798
Color,The Art of Getting By ,2011,6.6,1429260
Color,The Art of War ,2000,5.7,30199105
Black and White,The Artist ,2011,8,44667095
Color,The Assassin ,2015,6.4,613556
Color,The Assassination of Jesse James by the Coward Robert Ford ,2007,7.5,3904982
Color,The Astronaut Farmer ,2006,6.3,10996440
Color,The Astronaut's Wife ,1999,5.3,21309162
Color,The Avengers ,2012,8.1,1246559094
Black and White,The Aviator ,2004,7.5,102608827
Color,The Awakening ,2011,6.5,
Color,The Baader Meinhof Complex ,2008,7.4,476270
Color,The Back-up Plan ,2010,5.3,37481242
Color,The Bad News Bears ,1976,7.3,
Color,The Ballad of Cable Hogue ,1970,7.3,
Color,The Ballad of Gregorio Cortez ,1982,7.1,
Color,The Ballad of Jack and Rose ,2005,6.7,712294
Color,The Banger Sisters ,2002,5.6,30306281
Color,The Bank Job ,2008,7.3,30028592
Color,The Barbarian Invasions ,2003,7.7,3432342
Color,The Barbarians ,1987,4.8,800000
Color,The Basket ,1999,6.5,609042
Color,The Battle of Shaker Heights ,2003,6.1,279282
Color,The Beach ,2000,6.6,39778599
Black and White,"The Beast from 20,000 Fathoms ",1953,6.7,5000000
Color,The Beastmaster ,1982,6.2,
Color,The Beaver ,2011,6.7,958319
Black and White,The Believer ,2001,7.2,406035
Color,The Benchwarmers ,2006,5.6,57651794
Color,The Best Exotic Marigold Hotel ,2011,7.3,46377022
Color,The Best Little Whorehouse in Texas ,1982,5.8,69700000
Color,The Best Man Holiday ,2013,6.7,70492685
Color,The Best Man ,1999,6.7,34074895
Color,The Best of Me ,2014,6.7,26761283
Color,The Best Offer ,2013,7.8,85433
Black and White,The Best Years of Our Lives ,1946,8.1,23650000
Color,The Betrayed ,2008,6.1,
Black and White,The Beyond ,1981,6.9,126387
Color,The BFG ,2016,6.8,52792307
Color,The Big Bounce ,2004,4.9,6471394
Color,The Big Hit ,1998,6.1,27052167
Color,The Big Lebowski ,1998,8.2,17439163
Black and White,The Big Parade ,1925,8.3,
Color,The Big Short ,2015,7.8,70235322
Color,The Big Swap ,1998,5.6,
Color,The Big Tease ,1999,6.3,185577
Color,The Big Wedding ,2013,5.6,21784432
Color,The Big Year ,2011,6.2,7204138
Color,The Birth of a Nation ,2016,5.4,
Color,The Black Dahlia ,2006,5.6,22518325
Color,The Black Hole ,1979,5.9,
Color,The Black Stallion ,1979,7.4,
Black and White,The Blair Witch Project ,1999,6.4,140530114
Color,The Blind Side ,2009,7.7,255950375
Color,The Blood of Heroes ,1989,6.5,882290
Color,The Blood of My Brother ,2005,6.6,
Black and White,The Blue Bird ,1940,6.5,
Color,The Blue Butterfly ,2004,6.3,
Color,The Blue Lagoon ,1980,5.7,
