Title,Facenumber,Score,Cast_Likes,Gross
Chasing Papi ,3,4.8,2851,6126237
Charlie's Angels ,0,5.5,15419,125305545
Charlie St. Cloud ,1,6.5,1066,31136950
Charlie and the Chocolate Factory ,3,6.7,57844,206456431
Character ,1,7.8,48,713413
Chappie ,0,6.9,23051,31569268
300 ,0,7.7,32360,210592590
Chairman of the Board ,1,2.3,5213,306715
Chain Letter ,0,4.1,1495,143000
Cedar Rapids ,1,6.3,4769,6857503
Cavite ,0,6.3,0,70071
Catwoman ,0,3.3,3144,40198710
Ajami ,6,7.4,42,621240
Alice Through the Looking Glass ,1,6.4,80806,76846624
Captain America: Civil War ,0,8.2,64798,407197282
Cats & Dogs ,0,5.2,4171,93375151
Casino Royale ,1,8,18250,334014368
Casino Jack ,5,6.2,18739,1039869
Cars ,0,7.2,4905,244052771
Carriers ,0,6,4368,90820
54 ,4,5.8,6910,16574731
Captain Phillips ,0,7.9,16281,107100855
Captain Corelli's Mandolin ,2,5.9,23325,25528495
Captain America: The Winter Soldier ,1,7.8,36188,259746958
Atonement ,1,7.8,20499,50921738
Capitalism: A Love Story ,0,7.4,2327,14359793
Cape Fear ,0,7.3,24006,79100000
Call + Response ,3,7.5,279,215185
But I'm a Cheerleader ,1,6.6,4289,2199853
Burn After Reading ,0,7,36093,60338891
Burn ,0,7.5,2,111300
Beyond the Black Rainbow ,1,6.1,645,56129
Bully ,0,7,3293,510092
Bullet to the Head ,3,5.7,25418,9483821
Brotherly Love ,6,7.2,4249,444044
Brooklyn ,1,7.5,995,38317535
Bronson ,0,7.1,27507,104792
Broken City ,3,6.2,2073,19692608
A Simple Plan ,1,7.5,2365,16311763
Brokedown Palace ,0,6.4,582,10114315
Bringing Out the Dead ,0,6.8,13040,16640210
Bring It On ,1,5.9,5270,68353550
Bridget Jones: The Edge of Reason ,1,5.9,15634,40203020
Bridge to Terabithia ,3,7.2,28071,82234139
Bride of Chucky ,0,5.3,667,32368960
Brick Lane ,1,6.7,150,1094998
Breaking Upwards ,2,6.2,1546,76382
Antarctica: A Year on Ice ,1,7.6,86,287761
Breakin' All the Rules ,1,5.5,1345,11827301
Breakdown ,0,6.9,1874,50129186
Boyz n the Hood ,2,7.8,106,57504069
Bowfinger ,2,6.4,22458,66365290
Bound ,0,7.4,3668,3798532
Born on the Fourth of July ,0,7.2,12098,70001698
Blood Done Sign My Name ,0,6.7,4579,82739
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,1,7.3,505,128505958
Boomerang ,1,5.4,3841,70100000
Boogeyman ,0,4.1,1383,46363118
Body of Lies ,1,7.1,29824,39380442
Bobby ,0,7,13528,11204499
Boat Trip ,4,4.9,3161,8586376
Blue Streak ,1,6.3,2986,68208190
Blue Ruin ,0,7.1,1528,258113
Blue Like Jazz ,0,6,1805,594904
Blue Jasmine ,1,7.3,1353,33404871
Blue Crush ,3,5.6,1165,40118420
Blue Car ,0,6.7,1641,464126
Blow ,1,7.6,43453,52937130
Bloody Sunday ,0,7.7,976,768045
Bloodsport ,1,6.8,1168,11806119
Blood and Wine ,3,6.1,2228,1075288
Blonde Ambition ,1,3.9,4725,5561
Blindness ,0,6.6,142,3073392
Bless the Child ,0,5.1,4565,29374178
Blended ,0,6.5,49743,46280507
Blazing Saddles ,0,7.8,4701,119500000
42 ,0,7.5,16911,95001343
Black Swan ,1,8,38072,106952327
Black Rain ,2,6.6,1748,45645204
Black Nativity ,5,4.4,1373,7017178
Black Knight ,1,4.8,2643,33422806
Birthday Girl ,1,6.1,1775,4919896
Billy Elliot ,0,7.7,1122,21994911
A Guy Thing ,3,5.6,2698,15408822
Bill & Ted's Excellent Adventure ,6,6.9,20795,40485039
Bill & Ted's Bogus Journey ,2,6.2,20188,38037513
Big Trouble in Little China ,1,7.3,896,11100000
"Big Mommas: Like Father, Like Son ",2,4.4,3500,37911876
Big Momma's House 2 ,0,4.6,19334,70163652
Big Hero 6 ,0,7.9,2963,222487711
Big Fat Liar ,1,5.4,7414,95622550
Big Daddy ,0,6.4,26760,163479795
A Few Good Men ,0,7.6,14619,141340178
Battle Los Angeles ,0,5.8,4001,83552429
Beyond the Valley of the Dolls ,8,6.2,731,9000000
Beyond Borders ,2,6.5,12947,4426297
Avatar ,0,7.9,4834,760505847
Beverly Hills Cop ,1,7.3,3464,234760500
Babe ,0,6.8,1185,66600000
Beverly Hills Chihuahua ,1,3.7,4729,94497271
Better Luck Tomorrow ,1,7.2,139,3799339
Bernie ,1,6.8,11328,9203192
Ararat ,1,6.6,699,1554566
Autumn in New York ,2,5.5,26938,37752931
Beowulf ,1,6.3,31523,82161969
Beloved ,1,5.9,2397,22843047
Behind Enemy Lines ,2,6.4,2544,59068786
After the Sunset ,2,6.3,9814,28328132
Beginners ,4,7.2,2016,5776314
Begin Again ,1,7.4,517,16168741
Before Sunrise ,1,8.1,36,5400000
Before Midnight ,1,7.9,328,8114507
Beetlejuice ,3,7.5,1953,73326666
Bee Movie ,0,6.2,6576,126597121
Bedtime Stories ,0,6.1,12831,109993847
Bedazzled ,2,6,5390,37879996
Becoming Jane ,1,7.1,12554,18663911
Beavis and Butt-Head Do America ,0,6.8,17035,63071133
Beastly ,1,5.6,17396,27854896
Battleship ,0,5.9,26679,65173160
Battle of the Year ,19,5,3177,8888355
Batman v Superman: Dawn of Justice ,0,6.9,24450,330249062
Batman & Robin ,3,3.7,2699,107285004
Basic ,0,6.5,3357,26536120
Barbershop 2: Back in Business ,4,5.7,3956,64955956
Bangkok Dangerous ,1,5.4,12166,15279680
Bandslam ,3,6.4,1573,5205343
Bandits ,2,6.6,13934,41523271
Baggage Claim ,9,5,8097,21564616
Bad Teacher ,0,5.7,5547,100292856
Bad Moms ,9,6.7,37572,110922614
Bad Lieutenant: Port of Call New Orleans ,2,6.7,13809,1697956
Bad Grandpa ,0,6.6,1018,101978840
Bad Company ,2,5.6,12993,30157016
Bad Boys II ,1,6.6,12954,138396624
Back to the Future Part III ,0,7.4,3986,87666629
Back to the Future Part II ,0,7.8,3660,118500000
Babylon A.D. ,0,5.6,15990,22531698
Baby Mama ,2,6,6930,60269340
Babel ,3,7.5,11248,34300771
Baahubali: The Beginning ,1,8.4,554,6498000
Ayurveda: Art of Being ,0,7.6,0,16892
Away We Go ,2,7.1,1997,9430988
Awake ,0,6.5,6954,14373825
AVP: Alien vs. Predator ,0,5.6,3222,80281096
Austin Powers in Goldmember ,2,6.2,2725,213079163
August: Osage County ,3,7.3,39690,37738400
Atlantis: The Lost Empire ,0,6.8,15237,84037039
ATL ,0,6,1538,21160089
Alias Betty ,0,6.9,262,206400
At First Sight ,1,5.9,3821,22326247
Astro Boy ,1,6.3,23365,19548064
Assassins ,0,6.3,58528,30306268
Arthur Christmas ,1,7.1,2707,46440491
Army of Darkness ,0,7.6,3913,11501093
Armageddon ,0,6.6,26029,201573391
[Rec] 2 ,0,6.6,73,27024
Arlington Road ,1,7.2,13576,24362501
Arachnophobia ,0,6.3,1440,53133888
Aqua Teen Hunger Force Colon Movie Film for Theaters ,0,6.9,3071,5518918
April Fool's Day ,0,6.2,1160,12947763
Appaloosa ,0,6.8,10507,20207003
Apollo 18 ,0,5.2,1520,17683670
Apocalypto ,0,7.8,848,50859889
Anywhere But Here ,2,6.1,22040,18653615
Antarctic Edge: 70° South ,0,7,0,4914
Ant-Man ,6,7.4,5730,180191634
Anonymous ,3,6.9,2452,4463292
Annie Hall ,0,8.1,12691,39200000
Annie ,6,5.2,4796,85911262
Annabelle ,0,5.4,2323,84263837
Animal House ,6,7.6,3468,141600000
Angel Eyes ,0,5.6,1440,24044532
And So It Goes ,2,5.7,1673,15155772
Anchorman 2: The Legend Continues ,2,6.3,28176,2175312
Anatomy ,0,6.1,163,5725
Anastasia ,1,7.1,6017,58297830
Anacondas: The Hunt for the Blood Orchid ,0,4.6,2730,31526393
Agent Cody Banks ,3,5,3037,47285499
An Education ,0,7.3,4198,12574715
An American Haunting ,0,5,1608,16298046
An American Carol ,2,4.3,2907,7001720
Amour ,1,7.9,1557,225377
Among Giants ,1,5.9,643,64359
Amistad ,2,7.2,37570,44175394
47 Ronin ,2,6.3,20965,38297305
Amigo ,0,5.8,60,183490
American Splendor ,0,7.5,14412,6003587
American Psycho ,1,7.6,25462,15047419
American Outlaws ,2,6,1668,13264986
American Hustle ,5,7.3,83012,150117807
American Gangster ,0,7.8,20354,130127620
American Dreamz ,6,5.5,5992,7156725
Amen. ,2,7.3,1429,274299
Amélie ,0,8.4,809,33201661
Alvin and the Chipmunks: The Road Chip ,0,5,38450,85884815
Along Came Polly ,1,5.9,24534,87856565
Aloha ,1,5.4,88074,41982994
Allegiant ,3,5.8,12452,66002193
All the Pretty Horses ,2,5.8,15006,15527125
A Cinderella Story ,2,5.9,3092,51431160
All the King's Men ,0,6.2,27614,7221458
All or Nothing ,0,7.6,251,112935
All Is Bright ,1,5.6,2020,4556
Aliens vs. Predator: Requiem ,0,4.7,4324,41797066
Ali ,1,6.8,14196,58183966
Alfie ,4,6.2,3639,13395939
Alex & Emma ,2,5.6,977,14208384
Akira ,0,8.1,28,439162
Akeelah and the Bee ,0,7.5,2832,18811135
Airborne ,0,6.2,1218,2850263
Aimee & Jaguar ,1,7.3,333,927107
Agora ,2,7.2,1829,617840
Agent Cody Banks 2: Destination London ,4,4.5,3742,23222861
After.Life ,1,5.9,15860,108229
Æon Flux ,0,5.5,10185,25857987
Adore ,0,6.2,25269,317125
Adam ,0,7.2,1936,2277396
Ace Ventura: Pet Detective ,1,6.9,2462,72217000
About a Boy ,0,7.1,74,40566655
Aberdeen ,0,7.3,846,64148
A Walk to Remember ,1,7.4,2436,41227069
A Walk Among the Tombstones ,0,6.5,15428,25977365
A Very Harold & Kumar 3D Christmas ,4,6.3,2462,35033759
A Bug's Life ,0,7.2,24205,162792677
A Time to Kill ,3,7.4,31349,108706165
A Thousand Words ,8,5.9,222,18438149
A Serious Man ,1,7,1120,9190525
A Separation ,2,8.4,2501,7098492
A Scanner Darkly ,0,7.1,39507,5480996
A Passage to India ,0,7.4,1334,26400000
A Mighty Wind ,0,7.3,1660,17508936
A Mighty Heart ,0,6.7,12178,9172810
A Low Down Dirty Shame ,2,5.8,3190,29392418
A Lot Like Love ,3,6.6,1095,21835784
A Knight's Tale ,1,6.9,18761,56083966
A Good Year ,1,6.9,3611,7458269
A Dog of Flanders ,0,6.3,1906,2148212
A Dangerous Method ,3,6.5,23755,5702083
A Christmas Carol ,0,6.8,48878,137850096
1911 ,0,6,1887,127437
127 Hours ,0,7.6,11984,18329466
88 Minutes ,1,5.9,16722,16930884
50/50 ,2,7.7,39807,34963967
50 First Dates ,2,6.8,12952,120776832
42nd Street ,2,7.7,995,2300000
30 Minutes or Less ,3,6.1,1987,37053924
28 Days Later... ,0,7.6,241,45063889
25th Hour ,0,7.7,26050,13060843
22 Jump Street ,2,7.1,19428,191616238
21 Jump Street ,2,7.2,19968,138447667
21 ,2,6.8,25661,81159365
20 Feet from Stardom ,0,7.4,198,4946250
12 Years a Slave ,0,8.1,4251,56667870
12 Rounds ,1,5.6,2799,12232937
9 ,0,7.1,1594,31743332
8MM ,1,6.5,12970,36283504
8: The Mormon Proposition ,0,7.1,210,99851
8 Heads in a Duffel Bag ,0,5.3,1363,3559990
"4 Months, 3 Weeks and 2 Days ",0,7.9,264,1185783
3:10 to Yuma ,1,7.8,33548,53574088
3 Strikes ,1,4,3354,9821335
3 Men and a Baby ,4,5.9,21499,167780960
3 ,0,6.8,69,59774
2 Guns ,1,6.7,20148,75573300
